session_id,visitor_id,timestamp,visitor_session_number,visitor_returning,source_medium,campaign_name,session_goals,session_total_page_views,session_total_events,visitor_days_since_last_session,visitor_days_since_first_session,location_country_name
8000300153396006127,8512c5b6358ee000,2021-01-08T15:18:55,16,"[1, 'Returning']",video / cpv,your first loan,[],8,23,7.0,12,"[None, '']"
8002680927951097856,21e00f264d9bcc00,2021-02-25T03:50:41,25,"[1, 'Returning']",direct / ppc,,[],0,7,12.0,17,"['FR', 'France']"
8010763232519843375,7ae1e3c9dd144c1e,2021-03-22T15:38:03,2,"[1, 'Returning']",google / organic,,"[1, 2]",6,32,11.0,5,"['VN', 'Vietnam']"
8011219812231501824,14709919c8379200,2021-03-30T10:55:39,28,"[1, 'Returning']",direct / referral,the best saving account,[],0,12,10.0,17,"['US', 'United States']"
8011844928285113714,1e80bae657c2e900,2021-01-19T13:49:52,21,"[1, 'Returning']",google / organic,,[],9,22,7.0,11,"['DE', 'Germany']"
8020269019445445541,1eda9c33d8ca7500,2021-02-08T14:36:08,6,"[1, 'Returning']",video / cpv,your first loan,[],1,8,30.0,10,"[None, '']"
8020353803182211072,8a836ded3d2d2c41,2021-01-14T06:06:20,23,"[1, 'Returning']",direct / direct,,[],0,1,4.0,13,"['US', 'United States']"
8054321175102781387,473ab1734b6a5800,2021-01-15T15:22:31,26,"[1, 'Returning']",www.economist.com / referral,,[],1,9,27.0,14,"['US', 'United States']"
8060298494611526698,47a5fe3efe2a6000,2021-01-27T15:19:02,22,"[1, 'Returning']",banner / cpc,the best saving account,[],2,12,1.0,7,"['US', 'United States']"
8064142976460478464,831b1a5bc0a1e800,2021-02-27T21:40:34,21,"[1, 'Returning']",google / referral,credit card promotion,[],0,6,6.0,16,"['IT', 'Italy']"
8083994352383291392,01b05d50af16e793,2021-03-03T14:51:47,3,"[1, 'Returning']",bing / direct,,[],0,4,2.0,6,"[None, '']"
8089057969239353344,38a9559c37358c00,2021-03-20T18:34:46,7,"[1, 'Returning']",bing / referral,,[],0,12,30.0,30,"[None, '']"
8095333747679343170,6f725193d264a400,2021-02-04T06:45:11,29,"[1, 'Returning']",direct / direct,,"[9, 6, 2, 1]",8,29,16.0,26,"['DE', 'Germany']"
8102776426320672195,37589f67663cbc00,2021-02-18T10:16:17,25,"[1, 'Returning']",video / cpv,your first loan,[11],14,24,5.0,8,"['US', 'United States']"
8132563712512712704,2deba684dc17b600,2021-03-14T09:43:36,10,"[1, 'Returning']",bing / referral,car loan,[],0,15,0.0,23,"['JP', 'Japan']"
8149622208608253041,62899f0501a33c00,2021-02-26T19:54:55,27,"[1, 'Returning']",credit_card / banner,credit card promotion,[],1,4,21.0,6,"['US', 'United States']"
8151818335138746508,0ef0963f4edec1d1,2021-01-11T06:56:06,1,"[1, 'Returning']",direct / direct,,[],1,4,1.0,22,"['JP', 'Japan']"
8154579506105794651,11cc8a68524b6000,2021-01-22T11:46:27,15,"[1, 'Returning']",bing / organic,,[],1,7,19.0,2,"['US', 'United States']"
8155476689088341988,29453eccf726b600,2021-01-20T13:12:13,13,"[1, 'Returning']",adwords / cpc,car loan,[],1,4,3.0,12,"['US', 'United States']"
8168624944561272187,6323d64c7f772ba0,2021-02-04T09:23:07,12,"[1, 'Returning']",www.economist.com / referral,,[],1,5,18.0,11,"['FR', 'France']"
8169990461313601921,3e8306af3c4f5400,2021-01-12T08:01:21,13,"[1, 'Returning']",bing / organic,,[],1,4,26.0,22,"[None, '']"
8180368156543706760,6ee97f23836eb400,2021-01-03T00:31:55,2,"[1, 'Returning']",,,[],6,37,28.0,20,"['DE', 'Germany']"
8194528668224089345,6e3664844ce55400,2021-02-19T09:53:30,30,"[1, 'Returning']",video / cpv,your first loan,[],1,4,12.0,25,"['NL', 'Netherlands']"
8201448586423289856,8eac9d108db59b01,2021-01-31T05:40:13,22,"[1, 'Returning']",google / ppc,,[],0,7,4.0,24,"['IT', 'Italy']"
8229793561143551079,80773078023ba800,2021-01-04T16:48:05,24,"[1, 'Returning']",video / cpv,your first loan,[],1,4,19.0,16,"['CN', 'China']"
8232196245858927300,e6ecc51d3a132015,2021-02-23T05:43:49,2,"[1, 'Returning']",www.economist.com / referral,,[4],13,40,12.0,10,"['CA', 'Canada']"
8232203889141825536,21372a2cc7073e00,2021-01-08T16:47:40,17,"[1, 'Returning']",direct / ppc,your first loan,[],0,7,27.0,6,"['US', 'United States']"
8236065512803295232,549a19754fa8e000,2021-01-14T11:44:45,11,"[1, 'Returning']",google / direct,,[],0,6,17.0,24,"['BO', 'Bolivia']"
8242216872698867712,29f821d4f0d43e00,2021-03-07T22:19:06,28,"[1, 'Returning']",google / direct,your first loan,[],0,14,1.0,9,"['CA', 'Canada']"
8246504502082302697,86130983c4eb7800,2021-03-30T01:02:15,8,"[1, 'Returning']",video / cpv,your first loan,[],2,13,27.0,12,"[None, '']"
8261148406485751353,1ba614759a92a800,2021-02-14T11:16:28,27,"[1, 'Returning']",google / organic,,[],6,15,16.0,23,"['US', 'United States']"
8263640227159094704,55dba8b1b18de800,2021-03-29T17:15:36,20,"[1, 'Returning']",banner / cpc,the best saving account,[],2,10,7.0,24,"['AR', 'Argentina']"
8275834131711272960,23680a2d67635400,2021-02-21T10:14:20,16,"[1, 'Returning']",direct / organic,,[],0,6,28.0,12,"['DE', 'Germany']"
8290008887967373312,397bbb2e88c9da00,2021-02-19T02:14:16,12,"[1, 'Returning']",bing / direct,,[],0,5,21.0,9,"['JP', 'Japan']"
8294641272169261943,39d40c5f1f495400,2021-02-02T09:54:58,7,"[1, 'Returning']",www.wsj.com / referral,,[],1,4,4.0,28,"[None, '']"
8296309556679743488,708c934a42373000,2021-01-04T09:26:52,5,"[1, 'Returning']",bing / cpc,,[],0,1,11.0,5,"['US', 'United States']"
8300372079971291672,830b9e74ba6a8000,2021-03-17T13:11:06,16,"[1, 'Returning']",,,[],1,8,11.0,16,"['AU', 'Australia']"
8311212880962326272,51038ca069241c00,2021-01-14T23:11:41,3,"[1, 'Returning']",,,[],1,4,26.0,9,"['FR', 'France']"
8323060776222492970,57f33d4bcdf7a9c2,2021-01-18T00:26:44,22,"[1, 'Returning']",www.wsj.com / referral,,[],2,9,22.0,29,"['US', 'United States']"
8332822963626165341,ffd7ae58c67c0343,2021-02-20T10:24:17,24,"[1, 'Returning']",www.economist.com / referral,,[],13,22,12.0,24,"['SA', 'Saudi Arabia']"
8342561423963179008,40713706a05a6000,2021-02-16T02:01:30,27,"[1, 'Returning']",google / cpc,,[],0,7,9.0,19,"[None, '']"
8344787032890816764,7bfa9eb8413a7c00,2021-02-17T02:54:41,18,"[1, 'Returning']",www.economist.com / referral,,[],1,4,22.0,8,"['US', 'United States']"
8348997005282996884,b0ab30633cc6cf19,2021-03-13T03:43:12,15,"[1, 'Returning']",www.wsj.com / referral,,[],1,6,2.0,12,"[None, '']"
8363627880299747328,4a17c63d5fe5c400,2021-02-26T19:43:03,5,"[1, 'Returning']",google / cpc,,[],0,6,20.0,25,"['JP', 'Japan']"
8364892646364530803,13c9d1ee3d8e1000,2021-01-02T08:37:36,9,"[1, 'Returning']",google / organic,,[],4,12,10.0,19,"['US', 'United States']"
8365000409524172610,5e377f320dbe8000,2021-01-28T07:53:42,15,"[1, 'Returning']",bing / organic,,[],1,4,1.0,11,"['US', 'United States']"
8369220395847340032,4f1155ff283c1c00,2021-03-20T22:09:01,4,"[1, 'Returning']",google / direct,your first loan,[],0,1,10.0,1,"['US', 'United States']"
8370220668734021632,50640fa3eb527779,2021-02-04T11:20:10,5,"[1, 'Returning']",bing / direct,car loan,[],0,4,26.0,24,"['US', 'United States']"
8374775488784513024,3246f05516e185c2,2021-01-11T08:52:03,16,"[1, 'Returning']",direct / referral,,[],3,12,23.0,11,"['US', 'United States']"
8376108612397096960,3c13d46499f5c600,2021-02-06T04:01:24,17,"[1, 'Returning']",bing / organic,the best saving account,[],0,4,25.0,1,"['JP', 'Japan']"
8382077580943957666,2d6e0a5eb8d0bc00,2021-01-08T17:15:27,9,"[1, 'Returning']",www.economist.com / referral,,[],1,4,14.0,6,"['CN', 'China']"
8386273097502980450,2ead5960b99a9200,2021-01-14T08:48:26,17,"[1, 'Returning']",google / organic,,[],18,36,13.0,24,"['US', 'United States']"
8398212946041623698,39b9946fcf67980b,2021-03-17T12:57:09,11,"[1, 'Returning']",video / cpv,your first loan,[],1,4,23.0,23,"['PL', 'Poland']"
8410364015044607694,b75b754192c8c1c0,2021-01-06T18:53:12,28,"[1, 'Returning']",google / organic,,[],3,7,24.0,27,"['US', 'United States']"
8427579959120526947,38606d84cb5e7e00,2021-02-20T01:32:45,21,"[1, 'Returning']",bing / organic,,[],1,4,20.0,4,"['IT', 'Italy']"
8441597180156692480,6b512e65e77b3400,2021-01-19T11:41:19,4,"[1, 'Returning']",bing / organic,,[],0,2,3.0,6,"[None, '']"
8467699059416534231,52970720f3bbd094,2021-03-29T20:40:19,23,"[1, 'Returning']",direct / direct,,[1],5,16,4.0,28,"['IL', 'Israel']"
8472541673701188930,bfb7a826e5661a28,2021-01-01T17:47:52,22,"[1, 'Returning']",video / cpv,your first loan,[],3,21,10.0,24,"['CN', 'China']"
8480768600543420416,1f57745b46c5d300,2021-01-24T00:46:32,25,"[1, 'Returning']",bing / ppc,,[],0,9,27.0,10,"['GB', 'United Kingdom']"
8486215648462367185,896796607a1f0000,2021-02-17T04:31:27,6,"[1, 'Returning']",banner / cpc,the best saving account,[],1,8,10.0,25,"['US', 'United States']"
8487372339632446844,7240edb965d7f000,2021-03-06T20:34:21,16,"[1, 'Returning']",video / cpv,your first loan,[],4,15,5.0,7,"['SG', 'Singapore']"
8501607244882851840,609b75eb99f02000,2021-02-26T02:14:19,29,"[1, 'Returning']",google / organic,,[],2,11,0.0,25,"['SI', 'Slovenia']"
8519638780346652807,2d0d152981da7e00,2021-01-10T07:12:28,12,"[1, 'Returning']",,,[],7,14,22.0,10,"['US', 'United States']"
8523393240686690304,79624f79efb77000,2021-03-07T03:39:08,27,"[1, 'Returning']",google / referral,your first loan,[],0,4,21.0,22,"['US', 'United States']"
8524866168165203658,a4247e3486915000,2021-02-06T12:57:27,29,"[1, 'Returning']",credit_card / banner,credit card promotion,[],1,3,21.0,3,"['AR', 'Argentina']"
8532396029315553280,508bf9c8863a99d1,2021-02-23T12:47:49,2,"[1, 'Returning']",bing / organic,your first loan,[],2,15,17.0,4,"['US', 'United States']"
8535317634322051471,c89f74b835ec3b13,2021-01-19T12:42:22,12,"[1, 'Returning']",video / cpv,your first loan,[3],8,22,0.0,7,"['JP', 'Japan']"
8562358998293312339,244836881273e200,2021-02-19T03:17:45,19,"[1, 'Returning']",direct / direct,,[],8,13,2.0,5,"['US', 'United States']"
8577413371766728704,123f72f043325500,2021-02-04T13:35:54,15,"[1, 'Returning']",google / referral,,[],0,4,19.0,16,"['JP', 'Japan']"
8577825353929312256,c4d608c1f9501976,2021-01-14T18:52:45,7,"[1, 'Returning']",direct / ppc,,[],0,2,0.0,25,"[None, '']"
8584993635503075082,6209ecb91f3ff800,2021-02-25T17:51:11,28,"[1, 'Returning']",,,[13],9,33,3.0,25,"['AU', 'Australia']"
8588418920709387558,16c83bc38881f300,2021-03-30T17:00:58,17,"[1, 'Returning']",,,"[2, 9, 10]",6,47,26.0,4,"['US', 'United States']"
8601246581437847933,8ce4f6857322e89d,2021-01-20T23:46:16,28,"[1, 'Returning']",bing / organic,,[],3,6,9.0,12,"['SA', 'Saudi Arabia']"
8602935209945045863,3f0bec1af02bbe00,2021-02-07T17:53:47,27,"[1, 'Returning']",adwords / cpc,car loan,[],3,8,9.0,25,"['US', 'United States']"
8603057085010208848,5f4b6ed00a28c800,2021-03-23T13:50:29,7,"[1, 'Returning']",www.wsj.com / referral,,[],1,4,25.0,23,"['IN', 'India']"
8605209496785677217,0770659f21efe014,2021-03-17T06:16:20,25,"[1, 'Returning']",www.forbes.com / referral,,[],1,8,5.0,22,"['CA', 'Canada']"
8610781121269000192,dfaeb1e92197453f,2021-02-18T16:57:47,26,"[1, 'Returning']",bing / direct,,[],0,4,22.0,25,"['JP', 'Japan']"
8611393093384468480,f5d1534484d463c6,2021-02-12T01:05:17,16,"[1, 'Returning']",bing / organic,,[],1,7,16.0,6,"['NL', 'Netherlands']"
8623238276556658688,16b017060f606000,2021-02-05T23:11:14,21,"[1, 'Returning']",direct / cpc,,[],0,10,13.0,0,"['FR', 'France']"
8623637389269548504,6987c71d6a0e8000,2021-01-18T08:39:36,28,"[1, 'Returning']",direct / direct,,[],7,23,23.0,22,"['GH', 'Ghana']"
8628289833978726400,9a38a765d1bd25d4,2021-03-14T23:12:19,14,"[1, 'Returning']",bing / organic,credit card promotion,[],1,12,0.0,27,"['CN', 'China']"
8647282040654299148,85580cfc418c392a,2021-03-14T05:20:24,23,"[1, 'Returning']",adwords / cpc,car loan,[],9,17,0.0,30,"[None, '']"
8649257494741272150,5cc83ade5eaf5c00,2021-03-16T17:34:49,27,"[1, 'Returning']",,,[3],8,22,28.0,26,"['IN', 'India']"
8658783676061648463,24dc7f7ab5f0a93e,2021-02-10T16:54:53,11,"[1, 'Returning']",bing / organic,,[14],14,35,21.0,28,"['CN', 'China']"
8679047605201059840,4283fc48388ab000,2021-01-02T11:24:07,3,"[1, 'Returning']",google / organic,,[],0,7,16.0,1,"['US', 'United States']"
8696467786305863680,27ec6aeec0882a00,2021-01-23T07:03:28,26,"[1, 'Returning']",bing / organic,your first loan,[],0,2,16.0,12,"['JP', 'Japan']"
8713876995016438430,679384db9289f400,2021-01-17T16:53:21,20,"[1, 'Returning']",direct / direct,,[2],7,35,27.0,1,"['CZ', 'Czechia']"
8722754783450566656,440b436ceb1f8800,2021-01-26T12:23:25,13,"[1, 'Returning']",google / ppc,,[],0,8,28.0,11,"['US', 'United States']"
8733471326018156544,8028fa9108a9d800,2021-03-23T01:49:38,1,"[1, 'Returning']",google / referral,your first loan,[],1,9,22.0,7,"['US', 'United States']"
8734910314527267445,200e5068adc89372,2021-01-13T15:50:35,10,"[1, 'Returning']",video / cpv,your first loan,"[4, 7, 10]",5,28,25.0,8,"['TW', 'Taiwan']"
8738752088324940630,8252ebb8b7f59800,2021-03-30T03:16:27,7,"[1, 'Returning']",video / cpv,your first loan,[1],6,23,6.0,18,"['GB', 'United Kingdom']"
8758129522971938109,2f65c1cd52c22800,2021-01-04T06:26:54,14,"[1, 'Returning']",banner / cpc,the best saving account,[],1,4,13.0,22,"[None, '']"
8762216378158051649,52ea639d57f54400,2021-01-15T19:53:58,11,"[1, 'Returning']",video / cpv,your first loan,[],1,4,4.0,4,"['CN', 'China']"
8770911240860058224,659071b048ea0400,2021-03-25T13:35:25,21,"[1, 'Returning']",google / organic,,[],1,4,22.0,19,"['CN', 'China']"
8774204998157268992,d7bced1f34bc5000,2021-03-18T11:13:47,8,"[1, 'Returning']",direct / direct,,[],0,47,2.0,4,"['US', 'United States']"
8782261006332183052,7074649267b8ec00,2021-03-09T05:31:00,18,"[1, 'Returning']",www.forbes.com / referral,,[],7,19,21.0,21,"['US', 'United States']"
8786622526950785466,9cc7aa90e284b000,2021-03-15T11:46:43,5,"[1, 'Returning']",www.economist.com / referral,,[],13,23,18.0,22,"['GB', 'United Kingdom']"
8791110989745888607,1ea9c351d09dcb00,2021-02-02T05:47:53,9,"[1, 'Returning']",video / cpv,your first loan,[],1,4,17.0,9,"['US', 'United States']"
8791553129855904345,3b3b91cd844dc000,2021-02-12T13:04:21,20,"[1, 'Returning']",direct / direct,,[],3,11,26.0,19,"['US', 'United States']"
8797683658351592210,42e69bdc67b99400,2021-02-24T23:13:09,8,"[1, 'Returning']",google / organic,,[1],6,14,16.0,23,"['CN', 'China']"
8811381309187795327,c300eef35b890b4f,2021-02-05T11:43:41,12,"[1, 'Returning']",credit_card / banner,credit card promotion,[],1,12,19.0,2,"['DE', 'Germany']"
8815500580506917127,691ebb1d60e25c00,2021-03-03T06:36:23,27,"[1, 'Returning']",credit_card / banner,credit card promotion,[],1,4,18.0,26,"['PH', 'Philippines']"
8826435669700573184,522b0ff2abd1a915,2021-01-17T00:45:51,14,"[1, 'Returning']",direct / referral,,[],0,15,4.0,24,"['RU', 'Russia']"
8849394935545911034,56e47f1bcf389800,2021-03-18T12:12:46,4,"[1, 'Returning']",adwords / cpc,car loan,[4],10,29,10.0,5,"['US', 'United States']"
8856133899213975552,106fe4aae91b78e3,2021-03-28T19:53:02,1,"[1, 'Returning']",google / direct,your first loan,[],3,14,23.0,23,"['FR', 'France']"
8857276572016474112,58086d16955f8c00,2021-02-07T11:33:05,10,"[1, 'Returning']",direct / direct,,[],0,7,21.0,5,"['CN', 'China']"
8885260037463111680,18395a56020f0100,2021-03-10T04:51:06,24,"[1, 'Returning']",direct / organic,,[],0,29,1.0,29,"['IN', 'India']"
8898881236597630976,168813dcdba4f11c,2021-01-02T17:44:16,24,"[1, 'Returning']",direct / ppc,your first loan,[],0,19,1.0,12,"['US', 'United States']"
8907110526013599744,2b8ff1994a5f1800,2021-03-28T13:43:31,11,"[1, 'Returning']",google / referral,,[],0,5,15.0,28,"['NL', 'Netherlands']"
8918470069387932398,b3aa576ffa53b7e2,2021-03-24T17:03:36,24,"[1, 'Returning']",video / cpv,your first loan,[],12,21,13.0,17,"[None, '']"
8922445107528280064,f31ea363d6953863,2021-01-02T18:52:17,23,"[1, 'Returning']",direct / referral,,[],2,5,5.0,13,"['US', 'United States']"
8925364249281251726,35f048bae984be00,2021-01-05T08:37:25,20,"[1, 'Returning']",video / cpv,your first loan,[],1,7,11.0,20,"['CN', 'China']"
8937553000098276895,173c79744bcfe100,2021-03-23T15:09:20,4,"[1, 'Returning']",,,[],4,10,22.0,10,"['GB', 'United Kingdom']"
8970693222646374400,0744b14c79e014b9,2021-03-09T12:29:15,5,"[1, 'Returning']",bing / organic,,[],0,9,2.0,3,"['US', 'United States']"
8976038854737000029,5e496286d525f400,2021-01-18T14:56:09,6,"[1, 'Returning']",,,[],1,4,1.0,13,"['US', 'United States']"
8989734391766053566,574c961ceaff1400,2021-02-04T12:50:40,26,"[1, 'Returning']",direct / direct,,[11],16,33,24.0,19,"['US', 'United States']"
8992210559660273664,3f680fe5c914a000,2021-02-21T05:25:26,14,"[1, 'Returning']",google / referral,,[],0,11,3.0,19,"['CA', 'Canada']"
8994165159775283200,2159478cebe38800,2021-02-27T15:00:20,27,"[1, 'Returning']",bing / organic,your first loan,[],1,11,23.0,24,"['CN', 'China']"
9026293887613685760,58d0793333852000,2021-01-23T06:37:40,21,"[1, 'Returning']",google / organic,car loan,[],0,8,14.0,3,"['US', 'United States']"
9032488848118661120,722d1218544cd400,2021-02-14T10:02:46,3,"[1, 'Returning']",direct / organic,,[],0,18,18.0,17,"['US', 'United States']"
9033327617635626702,59b67b9c34ff8400,2021-02-16T18:22:50,12,"[1, 'Returning']",video / cpv,your first loan,[],1,13,9.0,7,"['CN', 'China']"
9051627253154514944,84132d38a08b2000,2021-01-14T11:05:20,18,"[1, 'Returning']",direct / referral,your first loan,[],0,5,14.0,24,"['BR', 'Brazil']"
9069225611400296739,1db10983dbe62400,2021-01-05T23:24:03,5,"[1, 'Returning']",bing / organic,,[],1,4,7.0,9,"['IT', 'Italy']"
9086285107414126027,7e295b1708f30000,2021-01-20T05:44:49,22,"[1, 'Returning']",www.forbes.com / referral,,[],1,3,15.0,13,"['KR', 'South Korea']"
9095946744769210316,83aa44069093c800,2021-03-23T01:12:14,24,"[1, 'Returning']",direct / direct,,[],6,20,21.0,29,"['CN', 'China']"
9142280566641150912,54383cf129208747,2021-01-04T04:33:14,10,"[1, 'Returning']",direct / direct,,"[1, 1]",12,42,13.0,0,"['NL', 'Netherlands']"
9149073779758472218,1968eb0005ec8600,2021-01-17T18:54:16,30,"[1, 'Returning']",,,[],1,4,13.0,0,"['US', 'United States']"
9177828027898726783,3828b93c7a2a1200,2021-01-03T02:57:28,20,"[1, 'Returning']",www.forbes.com / referral,,[],13,22,1.0,26,"['CH', 'Switzerland']"
9178587689250707456,8466138c08d2a800,2021-03-28T00:05:23,26,"[1, 'Returning']",direct / ppc,,[],0,4,29.0,0,"['US', 'United States']"
9192759526915510303,45f5881cc8f51bd2,2021-01-18T15:10:21,24,"[1, 'Returning']",,,[1],12,42,21.0,8,"['US', 'United States']"
9194753574447775744,48fcd333648dd400,2021-02-22T06:12:34,5,"[1, 'Returning']",bing / referral,,[],0,1,2.0,22,"[None, '']"
9197782542775552000,17d0f50a5691f800,2021-01-14T01:42:52,24,"[1, 'Returning']",bing / organic,,[],0,9,8.0,15,"['CN', 'China']"
9197886821733156864,656db37ed0df0000,2021-02-03T02:52:23,29,"[1, 'Returning']",google / referral,car loan,[],0,6,3.0,8,"['CH', 'Switzerland']"
9200067565610477568,3d7b19d1f1f414aa,2021-01-02T04:11:39,3,"[1, 'Returning']",google / cpc,your first loan,[],0,15,8.0,22,"['US', 'United States']"
9203158846896916480,2de009a849a3254b,2021-03-20T00:05:48,21,"[1, 'Returning']",bing / organic,car loan,[],2,10,16.0,9,"['US', 'United States']"
9204847381431523328,97d6b1ecb9432180,2021-02-25T08:58:57,2,"[1, 'Returning']",direct / cpc,car loan,[],0,4,7.0,20,"['UA', 'Ukraine']"
9223414212479412224,5c543e1fbde46b87,2021-01-18T08:03:53,23,"[1, 'Returning']",direct / referral,,[],0,36,18.0,15,"['US', 'United States']"
9225658936190323040,4fa60543d722a062,2021-01-05T01:03:52,27,"[1, 'Returning']",credit_card / banner,credit card promotion,[],1,9,29.0,10,"['US', 'United States']"
9228256930632777170,348fce96f6066a00,2021-03-11T23:24:19,5,"[1, 'Returning']",bing / organic,,[],2,11,15.0,5,"['KR', 'South Korea']"
9249439402157480462,598d88d0abd5dc00,2021-01-15T03:21:57,1,"[1, 'Returning']",direct / direct,,"[1, 2, 9]",6,24,6.0,24,"[None, '']"
9263194121726736736,7771f165caffe800,2021-03-04T18:06:30,1,"[1, 'Returning']",google / organic,,[],1,4,8.0,14,"[None, '']"
9266154847692366613,765cd7e55ce6b800,2021-02-04T14:42:09,14,"[1, 'Returning']",bing / organic,,[],1,4,11.0,0,"['CN', 'China']"
9266968146940536832,85dcb764c64a1800,2021-03-28T12:45:52,2,"[1, 'Returning']",bing / direct,credit card promotion,[],0,12,20.0,6,"['CN', 'China']"
9270396671780862303,41849c08d7f8e400,2021-03-04T08:14:07,13,"[1, 'Returning']",,,[],1,7,25.0,8,"[None, '']"
9290069724702698266,3308daad012b2e00,2021-01-30T19:42:13,21,"[1, 'Returning']",bing / organic,,[],5,20,19.0,26,"[None, '']"
9297985245402097664,41318d715d76faa2,2021-02-18T15:53:54,9,"[1, 'Returning']",direct / referral,,[],0,2,11.0,25,"['US', 'United States']"
9298849742262689792,85e1897c9d434000,2021-03-30T18:14:31,3,"[1, 'Returning']",direct / direct,,[],0,5,8.0,29,"['CA', 'Canada']"
9309279226449948672,26e64931e2690df5,2021-01-28T06:11:41,1,"[1, 'Returning']",google / direct,,[],0,4,5.0,20,"['US', 'United States']"
9309510373820917170,1d2278ec3c34a5a0,2021-02-08T15:23:20,17,"[1, 'Returning']",www.economist.com / referral,,[],1,4,23.0,14,"[None, '']"
9313473183632915184,a6dabe23a63cb33f,2021-02-20T23:13:59,22,"[1, 'Returning']",adwords / cpc,car loan,[],1,8,24.0,20,"['US', 'United States']"
9314203744895613635,3a62c1dc19b8a800,2021-03-06T05:11:55,17,"[1, 'Returning']",bing / organic,,[],1,4,25.0,14,"['US', 'United States']"
9329748010931038546,484f8ff6f4f03c00,2021-02-14T00:29:37,3,"[1, 'Returning']",www.economist.com / referral,,[11],10,25,18.0,27,"[None, '']"
9332605093214590976,1c56f2cce9f7d700,2021-02-17T02:03:04,14,"[1, 'Returning']",direct / ppc,,[],0,7,16.0,24,"['IN', 'India']"
9340447316500563896,10e32f5be913eb00,2021-02-26T06:49:59,22,"[1, 'Returning']",www.wsj.com / referral,,[],1,4,6.0,4,"['US', 'United States']"
9371599857775210496,0ef6d877d216873f,2021-03-13T21:27:11,4,"[1, 'Returning']",direct / ppc,,[],1,9,15.0,29,"['CN', 'China']"
9379499532663581105,35a08a3a65544800,2021-01-23T05:34:12,4,"[1, 'Returning']",google / organic,,[],1,4,5.0,29,"['CN', 'China']"
9382072283797602396,1813ca401c391f00,2021-03-23T13:25:50,9,"[1, 'Returning']",www.economist.com / referral,,[],1,4,19.0,2,"['AU', 'Australia']"
9393780948725646345,0f7b702c7702fb09,2021-02-19T20:42:45,18,"[1, 'Returning']",www.economist.com / referral,,[],1,4,3.0,22,"['CN', 'China']"
9412851784643737589,dc3bac67abbcd000,2021-01-24T09:57:18,4,"[1, 'Returning']",adwords / cpc,car loan,[],1,6,18.0,2,"[None, '']"
9417989749712291840,51f85d980bb9b800,2021-03-03T01:51:30,29,"[1, 'Returning']",direct / organic,,[],0,12,2.0,25,"['US', 'United States']"
9420196949566882087,e168844200ead800,2021-01-30T04:56:49,15,"[1, 'Returning']",banner / cpc,the best saving account,[],4,29,18.0,17,"['US', 'United States']"
9422850455630264320,3098bda9b7afd400,2021-03-17T11:36:21,27,"[1, 'Returning']",bing / organic,,[],0,4,2.0,10,"['IT', 'Italy']"
9424049692681849476,56fe6bc7fbc0d400,2021-03-03T14:19:04,14,"[1, 'Returning']",bing / organic,,"[2, 4]",10,38,22.0,15,"['US', 'United States']"
9438662499883272334,920f97abc9ecb3f7,2021-02-01T06:28:23,20,"[1, 'Returning']",banner / cpc,the best saving account,[],4,10,29.0,25,"['US', 'United States']"
9442561891193492507,2ebbaaacfda88e00,2021-02-12T06:14:35,1,"[1, 'Returning']",bing / organic,,[],4,36,1.0,29,"['AU', 'Australia']"
9457547605093802334,033930da681aad23,2021-01-24T01:46:32,8,"[1, 'Returning']",,,"[1, 2]",9,38,5.0,13,"['BR', 'Brazil']"
9481383492571164672,7ced1dd2e4897800,2021-03-27T00:20:39,26,"[1, 'Returning']",google / direct,,[],0,11,28.0,15,"['JP', 'Japan']"
9488986727103862784,72ee37fb38db1ab7,2021-01-09T15:06:17,24,"[1, 'Returning']",direct / referral,,[],0,12,27.0,24,"['BR', 'Brazil']"
9496479624101916672,50e61e8f5d0b6218,2021-02-12T12:15:35,9,"[1, 'Returning']",google / direct,the best saving account,[],0,8,21.0,4,"['AU', 'Australia']"
9499081191185004734,2da1d9d6b5db1a00,2021-01-17T14:08:57,7,"[1, 'Returning']",www.wsj.com / referral,,[],1,3,23.0,28,"[None, '']"
9505213017572729583,5a8668933f3de400,2021-02-06T06:34:28,1,"[1, 'Returning']",adwords / cpc,car loan,[],1,4,3.0,23,"['ZA', 'South Africa']"
9514846887346857984,414af22173ddbc00,2021-03-10T07:53:44,24,"[1, 'Returning']",google / referral,,[],2,10,2.0,13,"['US', 'United States']"
9517349194895291123,5e983bee84400000,2021-02-21T09:33:00,5,"[1, 'Returning']",credit_card / banner,credit card promotion,[],1,4,16.0,13,"['BR', 'Brazil']"
9520061489447020544,8159535343cbd800,2021-02-18T00:33:44,23,"[1, 'Returning']",direct / referral,,[],0,6,26.0,15,"['US', 'United States']"
9527369914682658816,53332795569171ae,2021-02-23T21:52:51,24,"[1, 'Returning']",google / ppc,,[],0,20,25.0,16,"['DE', 'Germany']"
9534540110389409940,77ecafcde77a6000,2021-01-27T11:35:50,21,"[1, 'Returning']",bing / organic,,[],1,4,3.0,5,"['TW', 'Taiwan']"
9535720908997250754,732b3b3c621d6800,2021-02-07T11:39:13,4,"[1, 'Returning']",direct / direct,,[],4,11,26.0,18,"['JP', 'Japan']"
9538938093145403608,4f74b1e34e924000,2021-02-22T03:40:25,18,"[1, 'Returning']",www.wsj.com / referral,,[],2,14,13.0,2,"['GB', 'United Kingdom']"
